"","age","workclass","fnlwgt","education","education_num","marital_stat","occupation","relationship","race","sex","capital_gain","capital_loss","hr_per_wk","native_country","label"
"25763",44," Private",180609," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,42," United-States",0
"25764",32," Private",114746," HS-grad",9," Separated"," Handlers-cleaners"," Unmarried"," Asian-Pac-Islander"," Female",0,0,60," South",0
"25765",25," Private",178037," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,35," United-States",0
"25766",47," State-gov",160045," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25767",19," Private",268524," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States",0
"25768",37," Private",174844," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,17," United-States",0
"25769",28," Private",82488," HS-grad",9," Divorced"," Tech-support"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," United-States",0
"25770",34," Private",221167," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"25771",32," Self-emp-not-inc",48014," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,35," United-States",0
"25772",24," Private",217226," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"25773",30," Private",39386," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,99," United-States",0
"25774",56," Private",37394," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"25775",30," Private",115426," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"25776",28," Private",114158," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,26," United-States",0
"25777",40," Private",119101," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,68," United-States",1
"25778",28," Private",360527," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",0
"25779",39," Private",225544," 12th",8," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25780",33," Self-emp-not-inc",108438," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"25781",23," Private",230315," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,40," Dominican-Republic",0
"25782",32," Private",158002," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,55," Ecuador",0
"25783",37," Private",179468," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25784",71," Private",99894," 5th-6th",3," Widowed"," Priv-house-serv"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,75," United-States",0
"25785",30," Private",270889," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"25786",20," Private",42279," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25787",53," Federal-gov",167380," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1740,50," United-States",0
"25788",42," Private",274913," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,45," United-States",0
"25789",44," Private",35910," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,56," United-States",1
"25790",26," Private",68001," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25791",21," Private",27162," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,16," United-States",0
"25792",37," Self-emp-not-inc",286146," HS-grad",9," Married-spouse-absent"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"25793",36," Local-gov",95462," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"25794",25," Private",50103," HS-grad",9," Never-married"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
"25795",54," Private",511668," Doctorate",16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,43," United-States",1
"25796",38," Self-emp-inc",189679," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"25797",29," Private",115064," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25798",20," State-gov",215443," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,38," United-States",0
"25799",32," Private",174789," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,50," United-States",0
"25800",24," Private",91999," Assoc-acdm",12," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,20," United-States",0
"25801",59," Federal-gov",100931," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"25802",56," Self-emp-not-inc",119069," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"25803",40," Self-emp-not-inc",277488," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,84," United-States",0
"25804",35," Private",265662," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"25805",38," Private",114591," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,40," United-States",1
"25806",24," Private",227594," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,20," United-States",0
"25807",30," Private",129707," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1848,40," United-States",1
"25808",36," Private",133569," 1st-4th",2," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," Mexico",0
"25809",20," Local-gov",308654," Some-college",10," Never-married"," Protective-serv"," Own-child"," Asian-Pac-Islander"," Female",0,0,20," United-States",0
"25810",36," Private",156084," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"25811",45," Federal-gov",380127," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25812",22," Private",210781," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"25813",31," Private",189759," HS-grad",9," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,2001,40," United-States",0
"25814",34," Private",258675," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",0
"25815",24," Private",223367," 11th",7," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"25816",23," Private",409230," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,25," United-States",0
"25817",46," Federal-gov",308077," Prof-school",15," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," Germany",1
"25818",60," Private",159049," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," Germany",1
"25819",40," Private",353142," Some-college",10," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",0
"25820",55," Private",143030," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25821",47," Private",304857," Masters",14," Separated"," Tech-support"," Not-in-family"," White"," Male",27828,0,40," United-States",1
"25822",28," Private",30912," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,43," United-States",0
"25823",55," Private",125000," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
"25824",47," Private",181363," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
"25825",54," Private",338620," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," United-States",1
"25826",32," Private",115989," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,60," United-States",0
"25827",38," Private",111128," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
"25828",61," Self-emp-not-inc",201273," Some-college",10," Widowed"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25829",62," Self-emp-inc",137354," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,40," South",0
"25830",29," Private",133420," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,40," United-States",0
"25831",26," Private",192208," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,32," United-States",0
"25832",19," Private",220001," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States",0
"25833",40," Private",352612," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25834",36," Private",169426," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," United-States",1
"25835",42," Private",319016," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,45," United-States",0
"25836",55," Private",119751," Masters",14," Never-married"," Prof-specialty"," Other-relative"," Asian-Pac-Islander"," Female",0,0,40," Thailand",0
"25837",55," Private",202220," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",2407,0,35," United-States",0
"25838",43," Self-emp-not-inc",99220," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
"25839",39," Private",111275," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25840",38," Federal-gov",261241," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States",1
"25841",28," Private",261725," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," Mexico",0
"25842",36," Private",182013," Some-college",10," Divorced"," Tech-support"," Unmarried"," White"," Female",0,0,40," United-States",0
"25843",49," Private",40666," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",0
"25844",41," Private",216461," Some-college",10," Divorced"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"25845",60," Private",320376," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States",0
"25846",35," Private",282951," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",0
"25847",36," State-gov",166697," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"25848",51," Private",290856," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"25849",23," Private",455361," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," Guatemala",0
"25850",51," Private",82783," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25851",17," Private",56536," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",1055,0,18," India",0
"25852",33," Self-emp-not-inc",109959," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,25," United-States",0
"25853",50," Private",177927," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25854",38," Private",192337," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"25855",18," Private",236272," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,35," United-States",0
"25856",26," Private",33610," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",0
"25857",21," Private",209483," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,47," United-States",0
"25858",26," Private",247006," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,52," United-States",0
"25859",30," Local-gov",311913," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
"25860",33," Local-gov",300681," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"25861",42," State-gov",24264," Some-college",10," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,0,38," United-States",0
"25862",28," Private",266070," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States",0
"25863",20," Private",226978," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States",0
"25864",66," Local-gov",362165," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," Black"," Female",0,2206,25," United-States",0
"25865",31," Private",341672," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,50," India",0
"25866",36," Private",179488," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," Canada",0
"25867",39," Federal-gov",243872," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",1
"25868",52," Private",259583," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"25869",61," Private",159822," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," Poland",1
"25870",27," Private",219863," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"25871",45," Private",206947," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",0
"25872",21," Private",245572," 9th",5," Never-married"," Other-service"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"25873",25," Private",38488," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"25874",24," Private",182504," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,25," United-States",0
"25875",38," Private",193815," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," Italy",0
"25876",29," Private",46442," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1902,50," United-States",1
"25877",45," Private",60267," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States",0
"25878",59," Private",264357," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"25879",41," Private",191814," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"25880",23," Private",107882," Bachelors",13," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"25881",43," Private",174575," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,45," United-States",0
"25882",17," Private",143331," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",0
"25883",32," Private",126132," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",1
"25884",42," Private",198619," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"25885",68," Private",211287," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2392,40," United-States",1
"25886",55," Federal-gov",238192," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1887,40," United-States",1
"25887",43," Private",257780," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"25888",61," Private",183355," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
"25889",28," Private",148429," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"25890",47," Private",71221," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,60," United-States",0
"25891",21," Self-emp-not-inc",236769," 7th-8th",4," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25892",39," Private",32146," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25893",39," Private",347491," 11th",7," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,1876,46," United-States",0
"25894",34," Private",180714," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,2179,40," United-States",0
"25895",27," Private",306747," Bachelors",13," Divorced"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,40," United-States",0
"25896",21," State-gov",478457," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,12," United-States",0
"25897",25," Private",248990," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," Mexico",0
"25898",51," Self-emp-inc",46281," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
"25899",35," Private",148015," Bachelors",13," Never-married"," Sales"," Own-child"," Black"," Female",0,0,40," United-States",0
"25900",19," Private",278115," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,12," United-States",0
"25901",27," Private",190525," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,55," United-States",1
"25902",34," Private",176673," Some-college",10," Never-married"," Sales"," Other-relative"," Black"," Female",0,0,35," United-States",0
"25903",36," Private",238415," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"25904",33," Self-emp-not-inc",37939," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,35," United-States",0
"25905",60," Self-emp-not-inc",35649," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25906",42," Private",383493," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",1
"25907",47," Federal-gov",204900," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Wife"," Black"," Female",0,0,40," United-States",0
"25908",42," Private",20809," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,75," United-States",1
"25909",34," Private",148207," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",1
"25910",21," Private",200153," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,32," United-States",0
"25911",30," Private",169496," Masters",14," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,15," United-States",1
"25912",53," Private",22978," Masters",14," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,50," United-States",1
"25913",34," Private",366898," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Germany",0
"25914",37," Private",324947," Bachelors",13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"25915",27," Private",321577," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"25916",31," Private",241360," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25917",30," Private",207564," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",0
"25918",33," Private",220860," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,45," United-States",0
"25919",41," Local-gov",336571," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"25920",23," State-gov",56402," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States",0
"25921",65," Private",180280," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",0
"25922",30," Private",81282," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"25923",51," Private",86332," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",4064,0,55," United-States",0
"25924",30," Local-gov",27051," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"25925",49," Private",287647," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Male",4787,0,45," United-States",1
"25926",37," Self-emp-not-inc",183735," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",3137,0,30," United-States",0
"25927",42," Private",100800," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25928",62," Private",155094," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States",1
"25929",31," Private",151053," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5178,0,40," United-States",1
"25930",50," Private",548361," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,20," United-States",1
"25931",33," Private",173858," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," India",0
"25932",27," Private",347153," Some-college",10," Never-married"," Transport-moving"," Other-relative"," White"," Male",0,0,40," United-States",0
"25933",31," Private",319146," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4386,0,40," Mexico",1
"25934",35," Private",197719," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," Amer-Indian-Eskimo"," Male",0,0,40," United-States",0
"25935",55," Private",197114," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,6," United-States",1
"25936",54," Self-emp-not-inc",109418," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1977,35," United-States",1
"25937",56," Private",182062," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,48," United-States",1
"25938",21," Private",184543," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25939",66," Private",175558," 7th-8th",4," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,20," Germany",0
"25940",46," Private",122026," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"25941",23," Private",340543," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,38," United-States",0
"25942",43," Private",101950," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",0
"25943",40," Private",179508," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,55," United-States",0
"25944",52," Private",225317," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico",0
"25945",59," Local-gov",53304," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
"25946",36," Local-gov",282602," Assoc-voc",11," Separated"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"25947",33," Private",184016," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25948",20," Private",250165," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"25949",21," Private",196467," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,35," United-States",0
"25950",42," Self-emp-not-inc",178780," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"25951",62," Private",65868," HS-grad",9," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,43," United-States",0
"25952",54," Private",35459," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25953",35," Private",98986," 7th-8th",4," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,30," United-States",0
"25954",36," Private",282092," Assoc-acdm",12," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25955",21," Private",140764," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,45," United-States",0
"25956",30," Private",33124," HS-grad",9," Separated"," Farming-fishing"," Unmarried"," White"," Female",0,0,14," United-States",0
"25957",46," Private",90042," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
"25958",32," Private",102986," 5th-6th",3," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Laos",1
"25959",21," Private",214387," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Male",0,0,64," United-States",0
"25960",39," Private",180667," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25961",54," Private",278329," HS-grad",9," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Female",0,0,43," United-States",0
"25962",32," Private",184440," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",3464,0,40," United-States",0
"25963",23," Private",140462," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"25964",42," Private",202565," 1st-4th",2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Italy",0
"25965",28," Private",287268," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,35," United-States",0
"25966",28," Private",215955," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"25967",35," Private",82552," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",0
"25968",19," Private",41745," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States",0
"25969",27," Private",73587," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,35," United-States",0
"25970",54," Private",263925," 1st-4th",2," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"25971",19," Private",196119," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",0
"25972",27," Private",284741," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States",0
"25973",35," Private",340428," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States",0
"25974",19," Local-gov",276973," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," United-States",0
"25975",30," Private",161599," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",1
"25976",32," Private",144064," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25977",31," Private",236391," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"25978",26," Private",224943," Assoc-voc",11," Never-married"," Sales"," Other-relative"," Black"," Male",0,0,65," United-States",0
"25979",44," Private",151294," Some-college",10," Widowed"," Sales"," Not-in-family"," White"," Female",0,0,25," United-States",0
"25980",52," Private",68982," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
"25981",30," Private",241885," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"25982",32," Self-emp-not-inc",189461," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,60," United-States",0
"25983",19," Self-emp-not-inc",36012," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"25984",33," Private",85355," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,30," United-States",0
"25985",20," Private",157595," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"25986",61," Private",197286," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
